predicted,truth
3.2521111111111143,3.8
4.026277777777775,4.16
3.404833333333333,2.4
3.8533888888888868,3.96666666666667
3.716888888888892,4.32
3.1641666666666683,3.5
3.0972222222222214,3.04
3.5439444444444432,3.68
2.5702777777777754,2.7666666666666697
3.992999999999998,4.48
2.246555555555555,1.0
3.910611111111109,4.28
3.0891111111111105,2.56
3.1103888888888886,2.64
3.6261666666666685,4.48
3.4468333333333345,3.28
3.7078444444444427,3.72
2.7318333333333347,2.92
3.202722222222223,1.4
2.8255555555555585,2.0
3.396222222222222,4.28
2.652333333333332,3.06666666666667
4.292888888888891,4.64
3.009611111111111,2.64
4.670566666666665,4.48
3.031166666666667,3.96
3.321666666666668,3.4
3.494511111111112,4.04
3.1105555555555573,2.36666666666667
3.628722222222224,3.96
2.852777777777779,3.84
2.5730555555555537,2.6
3.327499999999998,3.68
2.4176111111111127,2.44
2.954722222222222,2.8
3.198333333333332,2.92
1.744516666666666,1.6666666666666698
3.8535555555555545,4.28
3.654611111111112,4.4
2.8926111111111115,1.6333333333333302
3.355833333333332,3.6
4.41327777777778,4.52
4.013277777777777,3.88
3.309444444444444,3.8
3.3533888888888908,3.6
3.7528888888888883,4.52
3.9847777777777766,4.4
3.5981666666666694,3.24
3.1471666666666644,4.0333333333333306
3.9629999999999965,3.8
2.8062222222222215,2.0
4.0533666666666655,4.56
3.753500000000004,4.08
3.0360944444444438,3.36666666666667
3.7816111111111144,3.88
2.7990833333333334,2.8
3.13111111111111,3.48
3.4939444444444407,4.68
3.609833333333333,4.16
3.670833333333339,3.9
2.337444444444444,2.72
3.3301111111111124,3.8
3.328753968253964,3.56
3.1558333333333395,3.3
3.3188333333333326,2.68
3.569055555555556,4.24
3.4735555555555577,3.24
3.6081111111111133,3.96666666666667
4.196888888888887,4.12
3.0150888888888883,4.0
4.336477777777773,4.08
2.9058055555555584,2.56
4.26238888888889,4.24
3.6230000000000007,4.4
2.518111111111112,1.84
3.8047222222222206,2.96
3.6674444444444427,2.3333333333333304
3.3463333333333343,4.08
3.1916666666666687,3.36
4.0724444444444465,4.4
3.353166666666664,2.56
3.249944444444444,2.92
3.294666666666667,2.68
4.039777777777782,3.3
2.533611111111117,2.64
3.793055555555552,4.32
4.225444444444445,4.32
3.4926111111111124,3.0
3.9362222222222214,4.8
3.340916666666664,3.36
3.9976111111111123,4.66666666666667
3.539777777777776,3.44
3.9671666666666634,3.92
3.7757222222222255,3.06666666666667
2.946222222222224,3.36
3.8509444444444423,4.48
4.1363888888888924,4.36
3.0921000000000003,3.4
3.451,3.16
2.860888888888889,2.6666666666666696
3.662722222222222,4.3
2.8706666666666667,1.6
3.8251666666666666,4.52
3.9495000000000053,4.48
3.890333333333337,3.36
3.645055555555557,4.32
4.199611111111109,4.16
2.7139166666666674,1.06666666666667
3.053499999999999,1.44
3.718888888888887,3.76
1.6316111111111131,1.5
3.27488888888889,4.36
3.2786111111111085,4.16
2.5811666666666695,1.8333333333333304
3.351722222222223,2.36
3.228666666666668,3.64
3.1298888888888903,4.06666666666667
4.053500000000005,4.48
2.444472222222224,2.4
3.459555555555555,3.6
3.253777777777778,4.28
3.227277777777778,3.36
3.673944444444447,4.43333333333333
3.305555555555556,2.88
3.7353333333333305,4.63333333333333
3.955055555555554,4.4
3.796476190476185,3.92
2.977611111111112,1.48
4.160055555555555,4.86666666666667
2.9562777777777782,2.32
3.245500000000002,3.64
2.6452222222222224,1.96666666666667
3.9148000000000005,4.16
3.3659444444444437,2.32
2.659,2.6
4.117511111111111,4.83333333333333
2.881166666666668,3.56
2.713666666666666,3.06666666666667
4.0135,4.56
3.606111111111115,2.1666666666666696
3.1822222222222205,3.0
3.2930555555555556,2.96
3.909088888888887,3.56
2.70365,2.4
3.3378888888888913,3.72
3.325194444444446,4.4
3.052333333333336,2.68
3.227333333333332,4.52
3.51811111111111,4.64
4.118611111111107,3.96666666666667
3.516944444444444,4.33333333333333
4.668166666666661,4.76
4.01877777777778,4.28
3.7750555555555576,3.04
3.4117222222222243,3.84
3.7091666666666665,4.0
2.3136666666666676,1.8
1.508055555555557,1.4
2.5150277777777785,1.56
3.1887777777777706,3.03333333333333
3.4855555555555555,2.8
4.044722222222217,4.06666666666667
3.1233333333333353,3.46666666666667
3.6916111111111105,2.9
2.9320555555555563,2.06666666666667
3.7277222222222224,4.24
4.3554555555555545,4.66666666666667
3.4427777777777817,3.84
3.0889444444444454,4.44
3.695722222222217,2.4
3.035277777777778,3.4
2.911500000000001,3.32
4.262166666666661,4.36
3.087777777777777,2.4
2.7873611111111116,4.28
3.3458888888888874,4.2
2.880277777777778,1.56
3.577155555555555,3.48
3.1193888888888894,3.84
4.367722222222225,4.16
2.9208333333333334,2.52
3.844388888888891,3.44
2.9859999999999993,2.68
2.781277777777778,2.68
2.980999999999996,2.4
3.7833055555555526,4.5333333333333306
4.02677777777778,4.33333333333333
2.5988888888888892,1.96
3.8211666666666697,4.08
4.343388888888885,4.68
3.500111111111112,4.16
3.8833333333333346,2.64
2.978777777777778,2.56
3.6713333333333344,2.92
2.4378333333333324,2.24
3.0486666666666684,2.8
3.560277777777773,3.1666666666666696
3.8321111111111095,2.16
3.059333333333332,2.0
3.742166666666664,4.12
3.736277777777774,4.16666666666667
3.386722222222221,3.92
4.33238888888889,4.52
4.2248333333333274,4.48
3.2782777777777756,2.5
4.293611111111109,4.24
3.4721666666666664,3.92
3.5960555555555564,3.8
2.7378333333333322,1.0
3.5087222222222234,3.28
2.8051111111111124,2.0
4.434222222222227,4.83333333333333
2.980888888888889,1.84
2.6550000000000016,2.4
3.206444444444439,3.03333333333333
2.7382222222222192,2.32
4.093555555555553,4.63333333333333
3.050000000000002,2.76
3.178166666666668,2.6666666666666696
4.4369999999999985,4.64
4.102499999999998,4.72
3.446444444444446,4.08
2.5592499999999982,2.5
3.715388888888889,4.24
3.8554444444444416,4.52
3.11788888888889,2.96666666666667
3.611611111111112,4.24
4.0016250000000015,4.2
4.23572222222222,4.24
3.332722222222219,3.32
3.4537499999999985,3.08
3.731777777777778,3.76
3.3478333333333343,4.43333333333333
3.4185555555555536,3.1666666666666696
3.4106111111111104,3.92
3.9137777777777747,4.68
3.845888888888888,3.76
3.594611111111107,2.28
3.242611111111111,4.0
4.438777777777782,4.5
4.253166666666668,4.08
2.9651111111111095,2.04
2.5037777777777777,2.1666666666666696
3.7320555555555557,4.6
2.849277777777779,2.7
2.5563333333333342,1.04
3.1540555555555567,3.84
3.773833333333336,3.8
2.703888888888889,1.64
2.7871111111111144,2.7333333333333303
4.14194444444445,4.6
2.9276666666666724,3.48
3.50388888888889,4.0
3.0646666666666684,1.08
3.8599444444444484,3.72
4.041166666666666,4.33333333333333
4.030944444444443,4.12
2.8172222222222234,4.32
4.011166666666658,4.28
3.3163888888888904,2.64
3.953888888888892,3.72
4.2921111111111125,4.28
3.8402777777777772,4.13333333333333
2.9691666666666663,2.2
4.015055555555555,4.2
2.792044444444445,2.03333333333333
3.810388888888889,2.84
1.4987222222222236,1.24
2.745333333333333,2.12
2.802611111111113,2.36
4.136999999999999,3.16
3.612666666666665,4.08
2.491888888888889,3.2333333333333303
4.194722222222215,4.68
3.203222222222224,2.52
2.978055555555555,3.68
3.442500000000001,3.76
4.141166666666665,4.13333333333333
4.01994444444444,4.4
3.0167777777777776,3.56
2.5181666666666644,2.63333333333333
3.179944444444446,1.92
3.3148888888888854,4.28
3.0488888888888925,2.56
3.1260555555555523,4.08
4.436777777777778,4.4
3.6288888888888917,3.88
3.822333333333333,3.36
2.611944444444444,2.88
3.4228333333333323,4.1
4.567688888888882,4.76666666666667
3.018555555555557,2.84
2.547000000000001,2.44
4.254888888888892,4.28
3.1090555555555572,2.2333333333333303
3.030388888888893,2.24
4.014166666666665,3.03333333333333
3.8680555555555522,4.56666666666667
2.5781666666666667,3.16
2.6048888888888895,2.88
3.2261111111111114,3.88
4.01494444444445,4.2
4.217944444444442,4.4
4.564499999999999,4.68
2.6839444444444487,2.13333333333333
4.857277777777778,4.96
3.240888888888891,4.466666666666669
3.0028333333333324,2.72
3.350388888888886,3.44
2.649666666666668,2.56
3.073944444444444,2.36
3.4397777777777803,4.16
3.00011111111111,2.86666666666667
3.4320555555555563,3.08
2.490888888888889,2.52
2.7986111111111125,1.2
3.6862222222222196,3.88
3.112777777777775,3.2333333333333303
3.853666666666663,4.24
4.506222222222221,4.6
3.641111111111111,2.2333333333333303
3.354722222222221,4.0
4.126888888888885,3.8
2.770833333333335,2.24
4.2920555555555575,4.73333333333333
3.827888888888888,3.24
3.3178888888888918,3.76
3.7230555555555553,3.48
4.184388888888885,3.08
3.9424444444444435,4.08
4.0066111111111145,3.92
3.1452777777777783,1.96
2.9060833333333327,1.4
3.593527777777778,4.06666666666667
2.972944444444444,2.06666666666667
4.221333333333335,3.96
3.6831111111111086,4.12
3.301277777777777,4.52
3.7316666666666696,3.9
3.1701666666666686,2.0
3.9683888888888865,3.56
3.873722222222224,4.13333333333333
2.310000000000001,1.24
3.061555555555553,3.44
4.066638888888886,4.32
3.341055555555555,2.68
2.8696111111111153,3.36
3.169888888888887,3.96
4.023444444444439,3.96
3.6476277777777804,3.9
3.879166666666664,3.4
3.854944444444445,3.4
4.19342222222222,4.0333333333333306
2.836666666666668,3.0
3.389555555555553,3.72
3.490944444444444,2.32
3.6625,3.32
3.0850555555555568,3.1
2.114,1.08
3.3144444444444465,4.3
3.0361111111111114,2.52
4.018611111111109,3.32
2.9693055555555583,2.32
3.1811666666666674,1.5
2.6435833333333343,2.96
2.5281111111111096,2.4
3.542444444444446,3.36
3.1145000000000036,3.16
2.8457222222222236,3.04
3.0202222222222233,2.96
2.8664444444444457,3.08
2.771944444444446,2.72
4.037499999999997,4.24
3.1981111111111127,2.96
3.4214444444444454,3.2
3.159722222222224,3.76
3.897277777777778,1.6666666666666698
2.620444444444443,2.13333333333333
4.096222222222219,3.48
2.972611111111112,2.76
4.29477777777778,4.2
3.9713333333333356,4.36
2.9029444444444463,1.32
3.7931666666666644,3.96666666666667
4.207111111111113,4.32
3.1356111111111113,2.76
4.284016666666664,4.33333333333333
3.6096111111111115,2.92
3.9421666666666657,4.23333333333333
3.153944444444446,2.32
2.6462222222222227,2.1666666666666696
4.42238888888889,4.26666666666667
4.1983333333333395,4.44
3.2610555555555556,3.4
3.7645555555555537,4.44
3.6914666666666656,3.8333333333333295
3.679777777777777,4.32
3.2972222222222287,3.64
3.5002777777777814,4.06666666666667
4.060944444444443,4.56
2.789111111111107,2.84
3.2362222222222234,3.2333333333333303
3.097900000000002,3.56666666666667
3.400944444444443,4.12
3.2197777777777783,3.2333333333333303
4.307888888888884,4.6
2.4089555555555564,3.32
3.9458333333333315,4.83333333333333
3.370944444444446,1.72
2.9359444444444454,3.92
3.1186111111111123,2.68
3.5054444444444486,2.5
3.2097222222222186,3.2
3.241000000000001,3.4
1.6990000000000016,1.4
3.8592222222222237,4.16666666666667
3.9991666666666648,4.12
3.4481111111111113,3.9
4.008666666666665,4.2
3.529722222222222,4.2
3.60611111111111,3.7666666666666697
2.90286111111111,3.4
3.9415555555555613,4.04
4.008666666666665,4.24
2.11066666666667,2.0
2.7185555555555565,2.63333333333333
3.9364999999999997,4.32
3.9473888888888893,4.2
3.2637222222222237,4.13333333333333
2.817222222222223,2.12
4.321999999999997,4.64
3.1462222222222223,2.32
3.295561111111111,3.08
2.885055555555557,2.6
3.6738333333333357,3.64
3.8775000000000026,3.88
3.3227222222222235,2.72
3.744222222222223,4.0
3.345,3.32
2.806277777777777,2.04
3.179222222222224,2.63333333333333
4.360666666666674,4.08
3.3817888888888885,4.16
3.352333333333334,4.04
3.44327777777778,2.56666666666667
3.3586666666666676,4.04
3.1542000000000012,2.68
2.935666666666667,2.46666666666667
4.304077777777776,3.96
3.5208333333333304,3.88
3.821777777777783,3.2
2.632111111111113,2.12
2.791666666666666,2.04
3.2993333333333323,3.16
2.620944444444443,3.2
3.8631396825396798,3.8
2.6096666666666684,1.92
3.2367777777777778,4.0
4.096444444444444,3.8
3.394111111111109,4.44
3.789722222222219,4.2
4.321999999999997,4.64
2.328055555555556,1.28
3.276055555555556,3.8
3.1229444444444443,2.8
3.6439698412698402,4.04
2.7917777777777752,3.1
2.6076666666666655,1.72
3.488055555555561,3.8
3.5654999999999997,4.66666666666667
3.3627222222222217,3.8
4.1850000000000005,4.36666666666667
3.189944444444443,2.2666666666666697
3.4509444444444433,3.6
3.9057222222222268,4.5
3.6864999999999983,4.5
4.099388888888886,3.52
3.6699999999999986,3.84
3.885111111111111,3.84
3.8404444444444445,4.64
3.9701888888888877,4.36
3.323333333333333,2.46666666666667
3.4133333333333336,4.56
3.746777777777775,4.16
3.0576666666666688,3.2
4.729644444444442,4.966666666666669
4.452166666666664,4.4
2.9766222222222236,3.04
3.517888888888885,3.56666666666667
2.8897222222222227,2.48
3.920333333333329,3.1
